what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1257779819786
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1257779823863
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1257779826126
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1257779833247
opened,editor,org.eclipse.cdt.make.ui,6.0.0.200906161748,"org.eclipse.cdt.make.editor",1257779837795
activated,editor,org.eclipse.cdt.make.ui,6.0.0.200906161748,"org.eclipse.cdt.make.editor",1257779837891
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1257779838242
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1257779838733
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1257779842736
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1257779843269
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1257779843633
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1257779844954
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1257779862066
activated,editor,org.eclipse.cdt.make.ui,6.0.0.200906161748,"org.eclipse.cdt.make.editor",1257779863957
closed,editor,org.eclipse.cdt.make.ui,6.0.0.200906161748,"org.eclipse.cdt.make.editor",1257779863957
activated,editor,org.eclipse.cdt.make.ui,6.0.0.200906161748,"org.eclipse.cdt.make.editor",1257779865814
closed,editor,org.eclipse.cdt.make.ui,6.0.0.200906161748,"org.eclipse.cdt.make.editor",1257779865814
started,bundle,org.eclipse.gef,3.5.0.v20090528-1511,"org.eclipse.gef",1257779866775
started,bundle,org.eclipse.draw2d,3.5.1.v20090813-1341,"org.eclipse.draw2d",1257779867055
started,bundle,org.eclipse.wst.sse.ui,1.1.101.v200908261807,"org.eclipse.wst.sse.ui",1257779868191
started,bundle,org.eclipse.wst.common.uriresolver,1.1.301.v200805140415,"org.eclipse.wst.common.uriresolver",1257779868776
started,bundle,org.eclipse.wst.xml.ui,1.1.1.v200908242115,"org.eclipse.wst.xml.ui",1257779868933
started,bundle,org.eclipse.wst.xsl.core,1.0.1.v200908101420,"org.eclipse.wst.xsl.core",1257779869888
started,bundle,org.eclipse.jst.jsp.ui,1.1.401.v200908111935,"org.eclipse.jst.jsp.ui",1257779870715
started,bundle,org.eclipse.jst.jsp.core,1.2.203.v200908241513,"org.eclipse.jst.jsp.core",1257779870892
