what,kind,bundleId,bundleVersion,description,time
opened,editor,org.eclipse.cdt.ui,5.1.0.200906161748,"org.eclipse.cdt.ui.editor.CEditor",1257782780327
activated,editor,org.eclipse.cdt.ui,5.1.0.200906161748,"org.eclipse.cdt.ui.editor.CEditor",1257782780478
activated,editor,org.eclipse.cdt.ui,5.1.0.200906161748,"org.eclipse.cdt.ui.editor.CEditor",1257782785520
closed,editor,org.eclipse.cdt.ui,5.1.0.200906161748,"org.eclipse.cdt.ui.editor.CEditor",1257782785520
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1257782798010
activated,editor,org.eclipse.cdt.ui,5.1.0.200906161748,"org.eclipse.cdt.ui.editor.CEditor",1257782798206
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1257782811565
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1257783579055
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1257783579100
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1257783583402
closed,editor,org.eclipse.cdt.make.ui,6.0.0.200906161748,"org.eclipse.cdt.make.editor",1257783585350
closed,editor,org.eclipse.cdt.make.ui,6.0.0.200906161748,"org.eclipse.cdt.make.editor",1257783585468
closed,editor,org.eclipse.cdt.ui,5.1.0.200906161748,"org.eclipse.cdt.ui.editor.CEditor",1257783585588
closed,editor,org.eclipse.cdt.ui,5.1.0.200906161748,"org.eclipse.cdt.ui.editor.CEditor",1257783585793
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1257783586007
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1257783586050
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1257783587191
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1257783587734
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1257783588474
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1257783591135
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1257783591994
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1257783593590
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1257783594229
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1257783615348
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.refresh",1257783616045
