what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1257780514059
opened,view,org.eclipse.ui.ide,3.5.0.I20090525-2000,"org.eclipse.ui.views.ProblemView",1257780515318
activated,view,org.eclipse.ui.ide,3.5.0.I20090525-2000,"org.eclipse.ui.views.ProblemView",1257780515333
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1257780518901
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1257780539831
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1257780539914
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.refresh",1257780540770
opened,editor,org.eclipse.cdt.make.ui,6.0.0.200906161748,"org.eclipse.cdt.make.editor",1257780562715
activated,editor,org.eclipse.cdt.make.ui,6.0.0.200906161748,"org.eclipse.cdt.make.editor",1257780562822
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1257780600010
activated,editor,org.eclipse.cdt.make.ui,6.0.0.200906161748,"org.eclipse.cdt.make.editor",1257780601435
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1257780608196
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1257780611361
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1257780621326
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1257780625184
started,bundle,org.eclipse.wst.ws.service.policy,1.0.103.v200905151848,"org.eclipse.wst.ws.service.policy",1257780637457
started,bundle,org.eclipse.wst.command.env,1.0.408.v200903110045,"org.eclipse.wst.command.env",1257780637578
started,bundle,org.eclipse.wst.ws,1.1.103.v200903111822,"org.eclipse.wst.ws",1257780637586
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1257780645679
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1257780647596
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1257780654185
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1257780661853
opened,editor,org.eclipse.cdt.make.ui,6.0.0.200906161748,"org.eclipse.cdt.make.editor",1257780662074
activated,editor,org.eclipse.cdt.make.ui,6.0.0.200906161748,"org.eclipse.cdt.make.editor",1257780662171
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1257780668305
